;studid;classid;delta;beta;beta_0;dictator;dictator_schoolmate;risk;publicgood;trust;trust_return;mean_delta;mean_beta;mean_beta_0;mean_dictator;mean_dictator_schoolmate;mean_risk;mean_publicgood;mean_trust;mean_trust_return;sd_delta;sd_beta;sd_beta_0;sd_dictator;sd_dictator_schoolmate;sd_risk;sd_publicgood;sd_trust;sd_trust_return;delta_diff;beta_diff;beta_0_diff;dictator_diff;dictator_schoolmate_diff;risk_diff;publicgood_diff;trust_diff;trust_return_diff
338;351;29;0,5780347;1,6796116;0,67961156;50;25;20;60;50;28,847885;0,704589411;1,10029384;0,168907596;36,2625;27,4375;34,2;71,5;58,5;44,88493475;0,137968547;0,234137337;0,18808831;20,61640172;19,04148432;18,64798564;23,0045762;24,5539149;10,91140883;3,485022748;6,073323242;3,44435023;-33,83724652;-26,12457714;-33,1274981;-68,89182328;-56,46366485;-42,24110704
339;352;47;0,68493152;1,2268907;0,22689068;50;50;49;100;100;29,517197;0,759407456;1,018163712;0,158410332;34,77272727;21,36363636;39,81818182;51,68181818;51,81818182;33,73744045;0,168414886;0,233704742;0,169336226;19,05363812;18,22033258;23,08707402;28,28997191;23,22485607;9,149020689;3,307522344;4,231582988;1,181472372;-32,14855651;-18,61944935;-37,69578207;-48,14699672;-47,51245008;-30,51117198
340;353;17;0,81967211;1;0;0;0;70;40;40;33,333336;0,776304473;0,992942916;0,08431424;29,7194445;19,72222222;34,55555556;65,27777778;45;39,9181005;0,118501577;0,138291758;0,107936473;21,12509754;17,50816803;23,90968847;21,85999719;22,02939213;19,06271309;6,140667703;6,238146029;-0,08431424;-29,7194445;-19,72222222;-31,62787207;-63,44795138;-43,18424404;-38,16948603
341;354;7;0,97087377;0,53367877;0,46632123;0;0;48;0;0;0;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,167038084;0,549618247;1,452421815;-24,47321429;-16,97321429;-43,92513407;-68,96785707;-61,07142857;-35,22831696
342;355;36;0,33333334;1;0;25;0;30;50;40;45,873016;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;1,454642622;4,341586925;-0,105701709;-42,84802548;-30,66666667;-32,91038342;-59,9219603;-69,75336963;-41,5608988
343;356;36;0,69930071;1;0;50;25;30;70;50;43,119049;0,713287279;1,059407385;0,105701709;44,00333333;30,66666667;34,93333333;61,83999987;71,33333333;46,44276973;0,153756512;0,185151093;0,16152815;21,6392539;20,16597795;14,82982837;26,06828393;25,31703737;9,396605655;3,834817387;4,341586925;-0,105701709;-41,69271762;-29,42695491;-32,91038342;-59,15474447;-69,35837871;-41,85397985
344;357;35;0,97087377;0,53367877;0,46632123;25;25;25;50;50;36,714947;0,844600519;0,961112914;0,158286562;39,03846154;20,76923077;34,92307692;45,73076923;51,53846154;38,77420727;0,100037259;0,222253602;0,154571547;13,28918975;14,59111514;13,78683876;19,57742682;18,18706218;17,2658214;8,860521167;1,440102477;2,858576747;-37,15723323;-19,05585933;-33,10975333;-43,17680744;-48,78925446;-36,64775489
345;358;18;0,7352941;1,0542636;0,054263592;50;50;35;50;50;50;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;3,843048169;1,028859249;-0,126407078;-29,02010184;-25,9185193;-37,3353991;-56,0906191;-54,76692604;-34,18792766
346;359;28;0,62111801;1,4375;0,4375;50;50;20;100;50;33,333336;0,651898814;1,109356614;0,216740921;41,875;26,5625;36,25;60,65625;54,375;34,87673731;0,138909337;0,301625157;0,231571713;15,90335394;17,17253136;16,5186763;22,83032979;19,31105038;9,299884109;3,819492539;3,656492536;1,672522642;-38,7310091;-23,65087335;-35,03924923;-56,27611178;-51,78580889;-31,29246297
347;360;30;0,89285713;1;0;50;25;33;100;50;36,666668;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;4,942060482;5,318575372;-0,105246918;-44,56172096;-33,46185435;-31,50769054;-58,01822299;-47,8713267;-37,08777113
348;361;15;0,66666669;1,048951;0,04895103;50;0;35;50;100;31,167328;0,742834054;1,032255225;0,138124633;43,86363636;28,63636364;33,90909091;56,12727268;56,36363636;38,79078346;0,099320233;0,180634965;0,117183704;20,29143721;19,71111713;20,11137818;23,09708664;20,59714602;11,73771425;5,969460815;4,774765595;0,279604355;-41,39954279;-28,63636364;-32,16878253;-53,9624975;-51,5085948;-36,13546852
349;362;3;0,77519381;1,0319999;0,031999946;50;50;25;50;50;50,240742;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;5,038052418;7,507121048;0,258291822;-37,48000707;-19,73578484;-31,10975732;-49,7720387;-43,22792865;-42,22474939
350;363;43;0,68493152;0,94805193;0,051948071;25;25;37;45;30;30,333334;0,641145409;1,035443084;0,149479361;35,76470588;29,41470588;21,94117647;51,17647059;42,94117647;33,37986406;0,136985659;0,229180844;0,173545371;17,29827272;17,83812424;9,826434935;14,09004655;11,04802351;11,82750631;4,358878147;3,101254879;0,149854875;-34,31947488;-28,01321323;-18,17582309;-47,9827267;-40,22575864;-30,81522083
351;364;41;0,51813471;1,1156069;0,1156069;50;50;21;80;50;35,000004;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;2,411291449;2,406828599;0,266241883;-40,04299975;-24,32247677;-26,02678659;-52,27014433;-40,70706625;-38,02496358
352;365;38;0,7352941;1,1147541;0,11475408;50;25;30;60;80;50;0,716038035;0,988618101;0,178168805;42,64411747;23,97058824;37,11764706;70,70588235;59,41176471;40,77853376;0,150628434;0,242044879;0,158098819;19,60572153;13,4935987;16,9811747;23,10509875;24,10150105;20,76577317;4,165471268;3,616949688;0,547668875;-40,09384153;-22,11785787;-35,35098483;-68,10905294;-56,09246937;-38,37072551
353;366;31;0,81967211;0,70520234;0,29479766;25;0;80;20;30;27,42725;0,832435821;0,972985093;0,198014343;37;30;44,2;59;55;41,3137578;0,157351888;0,312617196;0,23446554;14,94434118;17,79513042;19,41820452;32,04163958;20,68278941;15,1631674;4,3767302;1,282816409;1,059303299;-35,32712599;-30;-40,08015463;-58,37581222;-53,54951866;-39,50495036
354;367;13;0,52910054;1,7339449;0,73394489;21,450001;0;50;100;60;28,36574;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;2,498665574;6,493166574;3,242807693;-33,73194138;-19,91153846;-38,02191319;-77,19520747;-68,98226926;-33,81354053
355;368;9;0,5780347;1,2097902;0,20979023;25;5;25;50;30;31,183863;0,849050988;0,909803199;0,146747551;39,13043478;25,13043478;36,52173913;49,83913044;53,91304348;43,917179;0,152328465;0,232572481;0,200203683;16,55927191;18,22349719;18,65687679;34,69588315;27,25954886;18,05706071;2,94560879;4,291973874;0,901136419;-37,62070657;-24,85606374;-35,18175065;-48,39803728;-52,81251169;-42,19021671
356;369;52;0,97087377;1;0;25;15;20;40;40;16,666668;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;6,286437205;2,862122605;-0,136259789;-30,66382956;-23,78829933;-33,24896953;-54,69632759;-56,26219988;-31,95008641
357;370;10;0,68493152;0,88484848;0,11515152;30;40;65;80;80;29,205027;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;4,379381299;3,40195362;0,631889694;-36,49007494;-30,2510434;-37,85315272;-65,5551084;-62,58721791;-29,34286944
358;371;19;0,66666669;1,048951;0,04895103;25;25;22;50;30;24,645502;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;3,180178895;4,304916144;0,122482281;-39,83366909;-27,45221809;-21,09303664;-48,16767989;-46,62226697;-34,76917143
359;372;14;0,63291138;1,2640001;0,26400006;50;0;90;50;20;47,349205;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;4,088431856;6,354719138;2,1130018;-43,09320189;-37,05882353;-40,66798371;-59,93102188;-59,4452998;-43,55172725
360;373;45;0,69930071;1,0514705;0,051470518;50;35;65;65;70;49,433865;0,72143202;1,014911681;0,164801837;42,51785714;36,44642857;34,78571429;70;57,14285714;40,42531264;0,176504824;0,23375564;0,160100953;26,62605438;23,94428199;24,16029346;25,94372608;18,98524586;15,18050302;3,240503376;3,483249312;0,156686055;-40,63999724;-34,98470172;-32,09534961;-67,49457731;-53,45578348;-37,1689077
361;374;48;0,89285713;1;0;12,5;25;50;50;100;28,406084;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;5,361759363;2,185297712;-0,179777305;-38,69134599;-24,20720876;-34,73548766;-70,04419465;-64,22035527;-40,96805852
362;375;19;0,33333334;1,5228426;0,52284265;50;25;30;80;50;50;0,674718868;1,131203173;0,131203186;42,04545455;29,54545455;22,90909091;50,36363636;48,63636364;36,82909468;0,172940174;0,192959525;0,192959536;11,30308543;11,9432279;12,11417545;22,76912164;14,895015;11,96428165;1,252729985;6,760828079;2,578394175;-37,62188363;-27,45221809;-20,43265327;-46,85010601;-45,27953587;-32,64998879
363;376;37;0,80000001;1,146789;0,14678895;52,5;50;53;70;50;50;0,702522622;1,037959984;0,189855804;42,11538462;31,15384615;28,38461538;52,92307692;45,38461538;34,23914285;0,112109789;0,249452017;0,157284323;11,80775495;18,27496536;16,38362222;15,17377968;15,06396618;11,76436273;6,433339649;3,559272845;0,743415531;-37,66915413;-28,41786286;-25,14967751;-48,30985586;-42,0654364;-29,98901888
364;377;6;0,75757575;1,0819672;0,081967235;30;12,5;28;100;80;55,797619;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;4,509044994;4,570490722;0,444710883;-34,80978908;-24,63481133;-32,84103306;-53,01507382;-55,5732102;-28,71435517
365;378;48;0,51813471;1,4191177;0,41911769;50;25;50;60;60;66,666672;0,741336557;1,04582137;0,179777305;39,44;25,5;37,84;71,68799992;68;43,57871556;0,146295772;0,309490296;0,253583872;16,6966314;19,33800231;16,10558909;30,41722818;26,45751311;10,88081796;2,800356429;3,539516909;1,473000084;-36,44538397;-24,20720876;-34,73548766;-69,7154336;-65,73221316;-37,45172472
366;379;12;0,80000001;0,96899223;0,031007767;0;2,5;13;100;50;50;0,877430207;0,965927545;0,073460906;32,51607146;24,83928571;38,67857143;74,46428571;69,28571429;36,75300055;0,127995701;0,115677337;0,094809286;25,24215705;29,00320977;12,27781369;35,88405417;34,52627249;24,69817127;5,372779775;7,410754144;0,253593206;-32,51607146;-24,75308836;-37,619751;-71,67753259;-67,83754174;-34,72855917
367;380;14;0,97087377;0,63975155;0,36024845;49;50;27;9,8000002;10;38,761906;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;6,692617974;2,714717218;2,927692844;-43,15957315;-34,78557385;-43,12392452;-61,07897436;-59,7226499;-44,00494926
368;381;24;0,69930071;1,1439999;0,14399993;50;25;50;35;30;33,333336;0,723560425;1,111723687;0,139370925;42,5;30,46875;29,125;49,375;42,5;31,33064746;0,177431274;0,225451091;0,208382644;13,16561177;18,8020112;15,07260208;28,45317791;15,27525232;13,89310693;3,217687893;3,962547165;0,551665178;-38,70222737;-29,13910501;-25,80772275;-48,14490893;-40,53603899;-28,93137593
369;382;41;0,97087377;0,91964287;0,080357134;25;0;12;50;50;45,044975;0,668788035;1,062543474;0,215549468;45,53571429;27,14285714;27,5;56,78571429;47,85714286;40,59042079;0,168221214;0,321558736;0,239952211;9,102967153;17,72810521;14,25455393;17,71647895;6,992932068;13,64279395;5,102622996;1,797409517;0,119338607;-42,78935702;-27,14285714;-26,65816377;-53,96348307;-40,70706625;-37,28867958
370;383;25;0,66666669;1,0791366;0,07913661;50;25;43;10;90;28,587303;0,669680053;1,008582913;0,11825164;43,59375;29,0625;28,9375;48,54375006;48,75;43,25155519;0,120169606;0,21584327;0,178188709;10,95326245;13,06633716;15,18538223;26,15461641;16,68332501;14,93310609;4,878034656;3,991047603;0,325865219;-39,02890001;-27,14918644;-26,10582943;-48,16140838;-43,35539191;-41,33719773
371;384;20;0,62111801;1,0189873;0,018987298;50;50;50;79,900002;100;48,333336;0,666232606;1,087778422;0,113895856;48,07692308;34,30769231;23,38461538;61,91923085;51,15384615;39,65572973;0,130592327;0,138786627;0,117404552;16,6779449;17,27314501;14,36684217;25,4952862;22,50811819;15,84157751;4,089927438;6,254336038;0,047829542;-45,07895179;-31,41302547;-19,90437948;-58,78531811;-46,71100472;-36,60468661
372;385;10;0,81967211;1,184466;0,184466;50;50;50;50;50;34,442989;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;5,404864748;4,893331719;1,090353721;-35,49627875;-29,85707348;-38,63260268;-66,49357736;-63,63624196;-29,0082694
373;386;14;0,64935064;1,232;0,23199999;0;50;25;0;20;27,51852;0,788498474;1,015682911;0,121617237;46,41176471;37,05882353;44,17647059;61,35882348;60;46,05073212;0,129776588;0,171496764;0,11814097;15,06676319;21,99494427;25,65208397;35,01887102;36,05551275;18,94722399;4,215105397;6,168126113;1,842138355;-46,41176471;-34,78557385;-43,2018909;-61,35882348;-59,4452998;-44,59835471
374;387;29;0,51813471;1;0;50;50;28;90;60;58,645504;0,704589411;1,10029384;0,168907596;36,2625;27,4375;34,2;71,5;58,5;44,88493475;0,137968547;0,234137337;0,18808831;20,61640172;19,04148432;18,64798564;23,0045762;24,5539149;10,91140883;3,050865895;3,170703742;-0,168907596;-33,83724652;-24,81165429;-32,69849734;-67,58773493;-56,05639782;-39,51023888
375;388;30;0,81967211;1,0892857;0,089285731;50;50;40;60;50;33,333336;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;4,474605354;5,889096278;0,555025082;-44,56172096;-32,4237087;-30,98608955;-60,08560046;-47,8713267;-37,29271478
376;389;7;0,63291138;0,5266667;0,4733333;0;0;99;100;100;100;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;2,451341518;0,529569041;1,477351814;-24,47321429;-16,97321429;-41,41701759;-66,29180822;-58,35043974;-30,26444292
377;390;10;0,97087377;1;0;0;25;50;100;100;0;0,83349433;1,002473878;0,129752457;37,98076923;31,82692308;41,23076923;68,05769231;65,38461538;31,20848115;0,131392262;0,200899772;0,151188481;20,12485069;25,38264853;19,24433983;31,96696011;28,59800961;15,65439741;6,555630081;3,975132569;-0,129752457;-37,98076923;-30,84199828;-38,63260268;-64,92946242;-61,88786854;-31,20848115
378;391;7;0,94339621;0,9464286;0,053571403;0;0;50;0;0;0;0,761690208;0,976298587;0,205489198;24,47321429;16,97321429;46,28571429;68,96785707;61,07142857;35,22831696;0,196982611;0,349743025;0,281270362;23,1778889;22,81856165;20,33398386;37,36852562;36,75134522;20,14555551;4,027545772;1,729769959;-0,015026887;-24,47321429;-16,97321429;-43,82677656;-68,96785707;-61,07142857;-35,22831696
379;392;53;0,69930071;1;0;25;0;23;40;30;33,367725;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;4,082072014;4,683425708;-0,138412461;-39,91029743;-26,68181818;-27,69729422;-58,54701713;-48,43773307;-37,83703109
380;393;3;0,49504951;1,068783;0,068783045;0;0;60;50;20;66,666672;0,757757626;0,965606027;0,083024058;40,41666667;23,27777778;32,44444444;52,38888889;45,55555556;45,19341672;0,133750728;0,121802566;0,093754636;17,02614771;14,11634662;18,73098164;19,10694019;21,48110585;16,92366859;2,943526989;7,80911058;0,650625477;-40,41666667;-23,27777778;-29,24119535;-49,7720387;-44,62450479;-41,25416019
381;394;53;0,5780347;1,1849315;0,18493152;50;40;21;75;60;50;0,744137394;1,101020256;0,138412461;41,66666667;26,68181818;29,42424242;59,99999997;50;41,55540812;0,144896471;0,172877404;0,14371466;14,23390904;18,38979769;13,3182917;27,52957502;19,20286437;8,97373362;3,24515715;5,753151977;1,148384024;-38,15392819;-24,50669909;-27,84746363;-57,27565715;-46,87546614;-35,98359129
382;395;49;0,56497175;1,2377622;0,23776221;40;35;35;45;40;41,738758;0,724521115;0,971790262;0,154499109;29,546875;13,203125;35,5;58,68125;53,75;38,17869585;0,135029141;0,194455965;0,114894113;21,94960492;18,99544216;20,73322615;34,93936116;34,61695153;18,13316378;3,459551631;5,393466761;1,914903787;-27,72451874;-11,36057774;-33,81188838;-57,3933043;-52,59449675;-35,87690458
383;396;30;0,60606062;1,4732143;0,47321427;50;50;18;40;50;51,730164;0,760891343;1,071259802;0,105246918;47,16666667;34,5;33,96666667;63,18666667;50;39,34215233;0,156560525;0,156498559;0,135225681;19,194258;24,08139932;13,42021978;19,34818415;23,48880878;16,26462637;3,110203373;8,342336751;3,394193909;-44,56172096;-32,4237087;-32,62540696;-61,1192892;-47,8713267;-36,16162037
384;397;18;0,66666669;0,86705202;0,13294798;50;50;48;70;80;37,630951;0,702806228;1,127552887;0,2508495;31,36363636;28,29545455;39;58,13636364;56,81818182;39,14141507;0,161750473;0,488897082;0,43605381;21,33529482;21,03549104;21,02606093;24,44097936;24,37531219;10,09389869;3,418768669;0,645932889;0,054039431;-29,02010184;-25,9185193;-36,71711876;-55,27232128;-53,53617257;-35,41332623
385;398;6;0,86206895;1,0357143;0,035714269;50;50;30;100;90;29,517197;0,78204045;0,971589995;0,134218011;36,53095248;25,23809524;34,52380952;55,95238095;58,0952381;31,9780743;0,143179648;0,195227615;0,141584288;17,43007087;20,71992944;16,63916779;34,04478843;31,72050561;17,09632994;5,238849835;4,333572907;0,118029393;-33,66234681;-22,82495961;-32,72083474;-53,01507382;-55,25795671;-30,25155188
386;399;13;0,52910054;1,26;0,25999999;25;25;49;100;100;15,251322;0,836248584;1,087574583;0,108947332;34,65000008;19,91153846;41,19230769;81,19615377;70,76923077;35,1147809;0,15865492;0,228730261;0,218973309;23,36452012;22,28000138;15,77090798;24,99408704;33,57654859;21,79900095;2,498665574;4,421097496;1,078411944;-33,58000164;-18,78945595;-38,08532108;-77,19520747;-67,79096158;-34,41514691
387;400;52;0,86206895;0,92800003;0,071999967;50;50;1;50;100;25,277779;0,766129847;1,0898382;0,136259789;31,9;24,6;34,24;55,83600008;57,6;32,85863407;0,137662466;0,253038947;0,230424732;20,22374842;18,47971861;20,18101418;35,0978025;29,89983278;18,34429673;5,496063304;2,577581546;0,176206527;-29,42765912;-21,8943311;-34,19044848;-54,41140947;-54,25549969;-31,48067015
388;401;51;0,97087377;1;0;50;0;99;50;50;50;0,757319773;1,027185293;0,12831579;36,39166667;15,71111111;35,27777778;62,77777778;49,44444444;33,78130611;0,156841125;0,185161892;0,132792966;18,9218847;17,84444678;24,83073417;33,22039692;22,35337117;16,34860284;5,432853704;4,373494035;-0,12831579;-33,74922376;-15,71111111;-31,2907833;-61,27267836;-47,20764537;-30,72294079
